1447232850.000000, 1447232850.000000, 1447232850.000000
32.000000, 32.000000, 32.000000
-22,61,6
-22,61,6
-22,61,6
-22,61,6
-22,61,6
-21,61,5
-21,61,5
-21,61,5
-21,61,5
-20,61,5
-20,61,5
-20,61,5
-20,61,5
-20,62,4
-19,62,4
-20,62,4
-20,62,3
-19,62,3
-19,62,4
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-19,62,2
-19,62,3
-19,62,3
-19,62,2
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-19,62,3
-20,62,2
-19,62,3
-19,62,2
-19,61,3
-20,62,2
-18,62,2
-17,61,3
-19,61,2
-20,62,1
-19,61,0
-16,59,1
-16,63,-3
-14,63,-5
-20,64,-5
-21,65,-2
-12,61,-7
-16,65,-8
-15,63,-4
-10,63,-4
-2,62,-7
-15,62,-14
-14,64,-16
-13,63,-16
-14,63,-18
-14,66,-19
-12,65,-17
-19,70,-22
-16,71,-27
-16,63,-21
-9,58,-19
-6,55,-20
-5,56,-9
-10,55,-17
-15,59,-23
-15,61,-19
-24,68,-6
-2,75,17
4,81,47
13,83,66
39,97,44
33,102,-37
17,107,-8
-1,101,-5
-12,98,-4
-30,93,-3
-33,82,-5
-31,75,-9
-26,59,-15
-27,52,-18
-27,43,-13
-28,41,-11
-28,34,-5
-37,35,0
-37,35,1
-40,34,2
-41,35,4
-41,41,10
-41,46,14
-41,56,17
-42,61,14
-46,73,16
-45,86,21
-43,84,20
-60,80,15
0,51,52
-10,22,57
-19,29,40
-50,37,5
-47,35,-3
-49,37,-8
-50,38,4
-50,32,-5
-31,30,7
-19,28,10
-33,31,1
-51,36,-2
-62,40,10
-76,38,-4
-61,36,3
-48,28,16
-42,22,19
-24,21,16
-38,21,18
-53,26,9
-51,28,-3
-53,34,3
-48,32,-4
-50,33,-10
-54,40,-22
-47,42,-25
-51,59,-17
-53,69,-14
-67,72,-10
-55,52,-11
-44,48,-14
-43,52,0
-37,49,4
-35,38,-1
-49,39,-6
-48,40,9
-44,45,28
-74,45,30
-70,38,33
-68,34,32
-80,28,17
-92,32,7
-83,38,-5
-72,33,-17
-50,31,-25
-40,28,-43
-7,20,-35
-6,21,-17
1,39,35
-56,14,-3
-68,8,-29
-85,4,-33
-71,-1,-24
-82,-5,-21
-99,-7,-24
-84,-7,-12
-61,-7,-12
-43,-6,-15
-37,-6,-22
-52,-9,-28
-32,-6,-10
-42,2,-6
-80,2,-12
-69,-2,-4
-65,-4,-5
-64,-10,-23
-61,-11,-27
-62,-15,-21
-63,-9,-12
-61,0,10
-70,0,19
-66,-2,16
-46,-10,-7
-49,-12,-11
-59,-8,-14
-80,-5,-11
-52,-2,31
-49,-3,28
-37,-5,18
-20,-2,9
-22,3,3
-36,15,-8
-68,18,-26
-77,13,-34
-65,12,-38
-51,34,-49
93,63,40
91,80,76
22,93,78
7,88,52
-95,78,29
-63,71,39
-2,62,60
4,60,66
-12,58,67
-14,54,62
-5,53,64
8,53,63
8,51,58
3,48,53
3,44,48
5,35,39
10,32,36
11,28,34
16,25,33
20,24,34
20,21,37
21,18,38
23,15,41
22,15,43
23,13,47
20,14,52
23,14,55
15,15,51
8,13,50
19,14,62
17,16,57
0,19,59
-15,21,52
-45,23,38
-37,19,50
-28,19,53
-17,18,46
-17,19,39
-15,23,27
-11,26,24
-11,36,15
-23,54,7
-31,61,4
-45,71,4
-44,73,6
-41,79,10
-42,81,12
-39,82,17
-31,79,22
-28,77,24
-29,76,23
-32,74,24
-38,70,21
-38,68,20
-39,62,16
-39,59,16
-41,57,17
-42,63,19
-42,69,23
-37,64,30
-35,58,31
-33,47,25
-32,49,21
-33,66,17
-32,77,17
-37,93,13
-36,99,11
-29,89,2
-20,80,-6
-27,72,-11
-20,57,5
-18,50,8
-21,38,14
-20,39,16
-19,46,20
-18,57,28
-11,62,34
-6,66,40
-3,63,42
-13,42,32
-6,42,41
-13,38,47
-12,41,51
-21,36,50
-23,29,49
-22,32,52
-8,35,55
-10,35,52
0,35,54
4,37,51
-4,36,51
-4,33,55
-1,33,53
-3,32,52
-3,32,52
-2,31,52
0,30,51
0,32,53
-1,33,52
-2,32,52
0,33,54
1,33,53
2,32,52
-2,31,53
1,34,54
1,33,52
2,33,53
2,33,53
1,32,53
2,33,53
2,34,52
2,32,51
1,33,53
1,33,54
2,33,54
1,32,53
2,32,53
2,33,53
2,33,52
1,34,52
-1,32,52
0,33,52
-7,31,53
-3,31,54
-1,32,54
-2,32,54
-3,33,54
-1,33,54
0,33,54
2,32,52
0,32,52
0,33,52
1,32,52
-1,32,52
-2,34,52
-1,35,53
2,35,52
4,35,50
2,34,49
-4,36,53
2,39,56
-7,33,52
-9,33,52
-9,33,52
-6,33,52
1,34,51
3,34,51
-5,37,46
-26,36,44
-24,41,47
-32,37,40
-41,40,40
-46,33,42
-36,33,47
-29,30,44
-23,34,44
-28,36,41
-14,37,50
-13,36,49
-12,35,51
-10,34,50
-11,33,49
-26,30,41
-30,27,45
-25,27,48
-23,27,50
-20,27,51
-19,27,51
-23,26,50
-23,27,51
-17,31,56
8,63,68
-10,47,50
-37,43,43
-51,33,38
-73,11,27
-73,1,24
-64,-14,14
-65,-15,14
-67,-14,12
-56,-4,27
-48,-4,26
-47,7,22
-52,16,23
-37,19,33
-44,36,30
-42,20,27
-51,24,39
-59,17,26
-48,14,35
-47,16,34
-50,17,27
-48,22,32
-57,20,15
-61,20,23
-58,14,22
-48,8,20
-54,3,16
-58,3,16
-55,11,25
-50,17,33
-52,16,24
-56,9,14
